Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
17579,3,2,1,0,0,"RT @SalomaeSadiqa: It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime"
21524,3,2,0,1,0,Someone shut this beaner up please.
9528,3,2,1,0,0,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame
14481,3,2,0,1,0,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.
24811,3,3,0,0,0,oh well. he's a fag anyways.
807,3,2,1,0,0,"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug."
3281,3,3,0,0,0,@FreeAJay you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke
22971,3,2,1,0,0,Watching the nigger movie Menace2society. Trying to learn more about the enemy. Good reconnaissance.
18769,3,2,1,0,0,"RT @_VodkaThoughts_: ""Light beer? You mean faggot piss?"" -Overly Powered Man"
15555,3,2,1,0,0,"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;"
12228,3,2,1,0,0,It's a lot of Uncle Tom ass niggas out here.
21023,3,2,1,0,0,"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it."
17525,3,2,1,0,0,RT @RosieZaya1: Ur fucking white trash
24245,3,2,1,0,0,dem niggas ca have them white hoes.... I love my beautiful black sistas....
4659,3,2,1,0,0,"@ReverendGrim @TitsOfAnarchy 
I likes dat name. Dem sand niggers needs to know dare place in da pecker order"
673,3,2,0,1,0,"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding"
13342,3,2,1,0,0,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.
17202,3,3,0,0,0,RT @Opatz1: Fuck michelle obama. That monkey doesnt belong in the white house
4997,6,4,2,0,0,@Taylor_1017 faggot
8014,6,3,1,2,0,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115
850,3,2,0,1,0,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;"
9564,3,3,0,0,0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch
7380,3,2,1,0,0,@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva
9586,3,2,1,0,0,Fucking gook
11074,3,2,1,0,0,I need to chat with @SpaceJam_Teeg . Where dat nicca at? Lol
5465,3,2,1,0,0,"@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit"
17981,3,2,1,0,0,RT @Tease: RT or you're a fag. http://t.co/4Ol82rdeqX
12656,3,2,1,0,0,Lemme find out that bitch nigga talking shit
10991,3,2,1,0,0,I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#8221; nigga im shittin likea goose
18158,3,3,0,0,0,"RT @Theprinceofnj: &#8220;@SMCo71: "" if you aint bout that Murder Game pussy nigga shut up ""&#8221;252 GANG &#128514;&#128514;&#128514;&#128514;&#128514;"
10911,3,3,0,0,0,I know righttt RT @dta_87: I hate fat loud bitches
12938,3,3,0,0,0,Lol you're a cunt liar and I hope you drop dead k :-)
11384,3,2,1,0,0,"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan."
3659,3,2,1,0,0,@JRise88 @G_Anderson4 what do you want fag
16791,3,2,1,0,0,RT @Meet_Nallah: &#8220;@mckenxcassie: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO
24942,3,2,1,0,0,smh RT @uglyhxes Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.
23063,3,3,0,0,0,What a fag
23124,3,2,1,0,0,What's up faggots bet y'all thought you'd seen the last of me
11045,3,2,0,1,0,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk
18586,3,2,1,0,0,RT @YoShortyMa: I'll kill this bitch no hesitation http://t.co/UxePa9LVi5
16387,3,2,1,0,0,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;"
3255,3,2,1,0,0,@Fit4LifeMike @chanelisabeth hoe don't make me put up screenshots of your texts to me hoe
20542,3,2,1,0,0,RT @taylor_TM: @PacmanJonez @PhilWOTG you the whitest person on my TL but you always so ghetto. Im sick of it
13251,3,2,1,0,0,Must have been a light skin hoe &#8220;@CampaignMindy: Lmfao wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/lJRqrdBMfi&#8221;&#8221;
11979,3,2,0,1,0,"If you would have followed George Washington in 1776, it means that you're white trash."
2274,3,2,1,0,0,2 beer queer
9916,3,2,1,0,0,Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....
6873,3,2,1,0,0,@mikecheck_123 the favorite drink of white trash everywhere....
24309,3,3,0,0,0,faggot http://t.co/tkPokv3ncd
15881,3,2,1,0,0,"RT @Honey_GotBunns: @1stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#128074;&#128514;&#128514;&#128514;"
19732,3,3,0,0,0,RT @ivanrabago_: @staycoolwheels @Studhardt22 Joshua is a faggot. Just suspend him on those grounds
4167,3,3,0,0,0,@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo
7194,3,2,1,0,0,@seansteiger31 @ me then faggot
22629,3,2,1,0,0,This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you
4782,3,2,0,1,0,@Sarakateee @FaZe_Rain I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay
16069,3,2,1,0,0,RT @JEN_JEN_2014: My old man has a white galaxy phone cuz he's a fag.
3539,3,2,1,0,0,@IGGYAZALEA it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao
4247,3,2,1,0,0,@Mimistheone stop trolling me u creepy ass cracker!!!
11868,3,3,0,0,0,If someone is part of 'James X' then he's a white trash cultist.
11416,3,3,0,0,0,"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags"
15133,3,2,1,0,0,RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;
16019,3,3,0,0,0,RT @InfidelAlie: Yay for America &amp; Israel... we put in more Jew Hating muslim trash into our government! pathetic &amp; sickening
18982,3,2,1,0,0,RT @anthonycampos23: Lebron your still a bitch you suck nigger hope you die
18095,3,2,0,1,0,"RT @TheOnlyReed: IDC what phone u got, lol silly nigger"
6232,3,2,0,1,0,@hand_tex @drapermark37 humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.
7157,3,2,1,0,0,"@samzbikowski Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!"
803,3,2,1,0,0,#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes
7169,3,2,1,0,0,@sassyharryballs ugly white bitch
4825,3,2,1,0,0,@ShawnIrwin9 okay closet fag
17412,3,2,1,0,0,RT @RakwonOGOD: U hoes going to church this morning like y'all wasn't busting it wide open for niggas about 4 hours ago
3486,3,2,1,0,0,@Hovaa_ #niggerfood #niggerperson #you #are #a #nigger
13951,3,2,1,0,0,On UPenn campus all the black chicks here are trash but they're gonna be paid
21942,3,2,1,0,0,The #midwest of the US is white trash.
7989,3,2,1,0,0,Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;
7760,3,3,0,0,0,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls."
5783,3,2,1,0,0,@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one
24002,3,2,1,0,0,"Youre a fucking ugly bitch, I wanna stab you to death and then play around with your blood -Patrick Bateman"
3034,3,2,1,0,0,@DanielSizelove @Conrad_MLG get on cunt
12536,3,2,1,0,0,Kick dem fucc niccas out da spot
24894,3,2,0,1,0,redneck in the White House // Moccasin Creek &#128077;&#128076;
5671,3,2,1,0,0,@amarierubio chink eyed !
1308,3,2,1,0,0,"&#8220;@GlitteredInPink: @West305 you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick."
3597,3,2,1,0,0,@ImpactParasite just fuckin roasted this faggot
7479,3,3,0,0,0,@wclemons @thejoelberggren @anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo
6669,3,2,1,0,0,@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u
7460,3,2,1,0,0,@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?
3605,3,2,1,0,0,@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats
6176,3,2,1,0,0,@garrett_winker wow u hoe is the term for women
4373,3,3,0,0,0,@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.
6637,3,2,1,0,0,@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up
2495,3,3,0,0,0,@AndrewJBurns1 @Tommy_Russell_ homo ass crackers
4901,3,2,1,0,0,"@Sterm26 @RealJamesWoods Just like when I call someone a nigger! It's not because they're black, it's about how they act. LIKE A NIGGER!"
9228,3,3,0,0,0,Every gook in #LosAngeles should be deported or killed.
3378,3,3,0,0,0,@GossipCop Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!
7159,3,2,1,0,0,@samzbikowski some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#128299;&#128299;&#128299;
15444,3,2,1,0,0,RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;
12331,3,2,1,0,0,Jai may make an appearance at the party... love that fag
700,3,2,0,1,0,#DTLA is trash because of non-Europeans are allowed to live there.
7262,3,2,1,0,0,@sophhh_marie ugly emo trash go cut
5892,3,2,1,0,0,@chemicalkidss this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET
6003,3,2,1,0,0,"@densonkeith most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all."
22602,3,2,1,0,0,This rain got yall women talking out your ass.. A nigga should spend 80% of his income on a bitch &#128514;&#128514; bruh get these hoes the fuck outta here
9239,3,2,0,1,0,Every spic cop in #LosAngeles is loyal to the #LatinKings
4775,3,3,0,0,0,@Sammytbh whats your youtube channel then faggot
5601,3,2,1,0,0,"@_womanoverboard ""nigger"""
3982,7,6,1,0,0,@L1LTR4P fucking losers wetbacks #SorryNotSorry
3562,3,2,1,0,0,@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol
4868,3,2,1,0,0,@Soldier1eaODGrn you are a teabagger scum who wants to threaten people with his penis extender. You are a danger to this country.
24838,3,2,1,0,0,only lesbians get their nips pierced ew
9933,3,2,1,0,0,Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd
10599,3,2,1,0,0,I fucking hate you niggers bruh... http://t.co/OeTK4f94BO
7124,3,3,0,0,0,@rickygervais BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?
11188,3,2,1,0,0,I still think snap chat for faggots and High Schoolers
4989,3,2,1,0,0,@Tanner_Harris_ I've been knowing fag
7392,3,3,0,0,0,@tori_mills02 I believe that you fuckin can punk nigga bitch&#128520;&#128170;
3765,3,2,1,0,0,"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days."
8988,3,2,1,0,0,Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic
1281,3,2,1,0,0,&#8220;@FreddieGibbs: Tea bag a bitch.&#8221; Pahahaha
3649,3,2,1,0,0,@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile
10092,3,2,1,0,0,"His big ass smile, his eyes is chink."
12955,3,3,0,0,0,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3"
8271,3,2,1,0,0,"Bitch fuck yo nigga, what's up with that pussy!!?!"
3326,3,2,1,0,0,"@GeneTNBARockBox Says the old man :( I hope you can survive another 10 years, you silly Jigga boo monkey"
10142,3,2,1,0,0,Holder&#8217;s Justice Department Isn&#8217;t Interested in the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.
18491,3,2,0,1,0,RT @Woody_AFC: I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;
4884,3,2,1,0,0,"@StarkFreeOrDie ...I fuckin' want OUT&gt; I'm tired of this bullshit faggot ass, closet racist, wannabe-commune-without-railroad state&gt; #Cali"
693,3,3,0,0,0,#California is full of white trash
1029,3,2,1,0,0,&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;
21410,3,2,1,0,0,So many bitches in one sentence #fixitjesus
9644,3,2,1,0,0,"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD"
4745,3,2,0,1,0,@SNAKEHAID @wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed nigger?
6054,3,3,0,0,0,"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done"
18908,3,3,0,0,0,RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;
13145,3,3,0,0,0,Members of non-traditional religions are all sub-human trash.
24867,3,2,0,1,0,pure trash http://t.co/A2RbVEBeg1
5670,3,2,1,0,0,@amandabynes i can give you some of my clothes so you can look like a cute dyke
3619,3,2,1,0,0,@ItsKeeshKapeesh *yourself *faggot buy a dictionary
6190,3,2,1,0,0,@gezus__ die in a car accident then faggot
10323,3,2,1,0,0,"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer"
23947,3,3,0,0,0,You're a faggot if you use the cover your face emoji
9715,3,2,1,0,0,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves
2219,3,3,0,0,0,...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be
15236,3,2,1,0,0,RT @DRNRDX: @BrandonFxrd you're not safe pussy boy looooool http://t.co/TocJ1WxRYK
17578,3,2,0,1,0,RT @SalamanCode: Proof that thots are retarded. http://t.co/rHJSlL9i9f
14005,3,2,1,0,0,Only faggots use white ds's
6891,3,2,1,0,0,@mjs79 @ChingonAbe well he is at Genos. So he is the ultimate faggot
24303,3,2,1,0,0,"everybody's favorite phrase to try and end an argument
""You do you and I do me"" 
lmao faggots"
24029,3,2,1,0,0,ahah fucking queer @KingJames kill urself
8679,3,2,1,0,0,"Chasing these hoes, better get cash nigga"
16989,3,2,1,0,0,RT @NateThaAlmighty: niggas talk more than bitches these days.
6894,3,3,0,0,0,@mlvassallo Oh really? fags are gross You aids infected sick fuckers
3954,3,2,1,0,0,@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol
4301,3,2,1,0,0,@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ugly gay nigga bitch fucking peace of shit
17951,3,3,0,0,0,RT @Tae_Rhodes: &#8220;@kim92493: &#8220;@Tae_Rhodes: @kim92493 @patpatbush uhhh you've been judged&#8221; it happens. #whitepower...I'll hang you nigger&#8221; wo&#8230;
24592,3,2,1,0,0,ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here &#128586;&#128586;
8587,3,2,1,0,0,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage"
7174,3,2,1,0,0,@saucygyro that was back when nigger music was decent
15340,3,3,0,0,0,RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;
13946,3,2,1,0,0,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*
5739,3,2,1,0,0,"@bad_boy_six @ksteven37 
Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G"
9318,3,2,1,0,0,"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY"
13531,3,2,1,0,0,Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?
4459,3,3,0,0,0,@OfficialSkai dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.
1091,3,2,0,1,0,"&#193;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... http://t.co/XZQ9XmaQTf"
18005,3,2,1,0,0,"RT @ThatBajanKidd: #NeverAskABlackPerson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" ."
15080,3,2,1,0,0,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;"
14091,3,2,1,0,0,"Pantera - 5 Minutes Alone http://t.co/SrN5Yc16 @chrisrock 5 minutes, pussy boy..I'll crush you."
613,3,2,1,0,0,"""You ain't gunna do shit spear chucker"""
2370,3,3,0,0,0,@2014samanthaKay good enough fag
5429,6,4,2,0,0,@Zwaaad fag
9338,3,2,1,0,0,Feminist aka a bitch.
6427,3,2,1,0,0,"@jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!"
17568,6,4,2,0,0,"RT @SUCKEDOFF: 3 MOST COMMON WHITE PEOPLE ACTIVITIES:

1. Wearing Tapout

2. Shooting up schools

3. Calling you a nigger on Xbox"
24991,3,2,1,0,0,talking crazy over the Internet is the same thing as doing it in person. don't try to be buddy buddy with me later on faggot fuck you.
3945,3,2,0,1,0,"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week...."
14034,3,2,1,0,0,"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO."
10949,3,2,1,0,0,I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies
17618,3,2,1,0,0,RT @SeanPrice: This nigger tattoo show is horrible
6561,9,6,3,0,0,"@kcSnowWhite7 @SamSaunders42 don't forget nappy headed, butt ugly bitch, who's married to a Muslim"
14135,3,3,0,0,0,"People who enjoy shows like @SouthPark and @FamilyGuyonFOX are douche bags. Usually white trash, too."
20697,3,3,0,0,0,"RT @twerkn4boba: "" fuck you say bitch? I will kill you "" http://t.co/3EiGzh6Q13"
11100,3,2,1,0,0,I prefer Jameis Winston to not speak on TV at all. Damn coon.
23693,3,2,1,0,0,"You #football #nigga #KISS #ISIS #wifebeater #faggots&gt; WE SEE YOU&gt; Shout it out to the RADICAL #IslamNation, #YO&gt;"
4962,3,3,0,0,0,@THERACISTDOCTOR One less little nigger that would grow up into a big nigger.
3274,3,2,1,0,0,@FrankieJGrande omg gtfo white faggot
5555,3,3,0,0,0,@_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;
2612,3,2,1,0,0,@Barbod6FCB @_cblaze @ODDBEAST cracker jack shut the fuck up
20403,3,2,1,0,0,RT @salomanizor: Too many faggots on here that think they can address me by my first name
1826,3,3,0,0,0,"&#8220;@iamkrause: No need to thank me, killing niggers is it's own reward.&#8221; 

Dis my pal from our graduation when we was 26"
23357,3,2,1,0,0,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on"
4730,3,2,1,0,0,@RylannWilliams whooooo? Chelsey? Fuck her lol. She juss a bitch
17730,3,2,1,0,0,"RT @Slanguage: Stop flattering yourself, bitch. The only fan you have is on your ceiling."
12395,3,3,0,0,0,Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh
11698,3,2,1,0,0,I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R
2482,3,3,0,0,0,@AmericanWhiteHM I hate that nigger.
20882,3,2,1,0,0,RT @zachpiecowiak: @Eddie_Sativa87 you're a fucking queer
22352,3,2,1,0,0,They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass
13109,3,2,1,0,0,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather
24355,3,2,1,0,0,go get left in a hot car and die bitch
16178,9,6,0,3,0,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;"
20706,3,2,1,0,0,"RT @ugIycutie: one, two, three, four, how many niggers are in my store?"
13791,3,2,0,1,0,"Not trying to follow any spooks, no offense ..."
8383,3,2,1,0,0,Boy Yung thug is a fag
3081,3,3,0,0,0,"@DefendWallSt Whatever! Fuck all those assholes. They're niggers, they all look alike to me."
4681,3,3,0,0,0,"@RileyCooper_14 so your a ""nigger"" fighter huh"
7492,3,3,0,0,0,@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u
2747,3,2,1,0,0,@Briana_Rashae I'd like to rape the bitch that posted that.
11355,3,2,1,0,0,"I wasn't calling you a faggot, but you are one lol."
17311,3,2,1,0,0,RT @Poochda63: I go to take the trash out and a darkskin nigga stole my damn garbage
5930,3,2,1,0,0,"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite."
18945,3,2,1,0,0,RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;
16096,3,2,1,0,0,RT @JaclynDeeter: Well maybe you're a whore you stupid ugly homeless bitch
19796,3,2,0,1,0,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering to parasites!#tcot http://&#8230;
14429,6,4,2,0,0,"RT @ASAP_Ford: I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !"
23292,3,2,1,0,0,Who takes mid from the best midlaner NA??? Fuckin solo Q fags.
18026,3,2,0,1,0,RT @TheAfricanSiren: Automatically suspicious of white folk who try too hard to show they like us darkies.
22690,3,2,1,0,0,Told my dad to go buy cookies for the graduation reception...this nigga bought Oreos.
24984,3,2,1,0,0,stupid loose pussyed bitch
14117,3,3,0,0,0,Pennsylvania is white trash and is so are all Pennsylvanians.
6109,3,2,0,1,0,"@erinscafe We hate the Yankees though, right? I feel like I'm really good at hating them."
24600,3,2,0,1,0,"it means that im following orders and being subordinate. sue me, ya dyke"
6691,3,2,1,0,0,@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him
3758,3,2,1,0,0,@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard
6742,3,2,1,0,0,@leiacatherinexx don&#8217;t be a hurt little faggot
17063,3,2,1,0,0,RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot
18442,3,2,1,0,0,RT @Wayne__Da__Boss: I hate a bitch dat act like a nigga. &#128530;
5564,3,2,1,0,0,@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger
10156,3,2,1,0,0,Hood niggas and bitches love emojis lmfao
7442,3,3,0,0,0,@urbasicyabish @Mikeaveli fucking faggot
7471,3,2,1,0,0,@vj44 did I mention you are an ugly cunt? Go back to Iran.
13755,3,2,1,0,0,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...
3694,3,2,1,0,0,@JaiBrooks1 not funny u faggot
